1;why;{"type":"why", "question":"Почему Земля вращается вокруг своей оси?", "answer":"Самая распространённая теория объясняет это процессами, шедшими во времена образования планет. Облака космической пыли 'сбивались в кучу', образуя зародыши планет, к ним притягивались другие более или менее крупные космические тела. Столкновения с этими телами и могли придать вращение будущим планетам. А дальше планеты продолжали вращаться по инерции."}
2;why;{"type":"why", "question":"Почему коалу не содержат в качестве домашнего животного?", "answer":"Дело в том, что коалы чрезвычайно привередливы в еде: они питаются исключительно листьями эвкалиптов (на языке экологов это называется узкая пищевая специализация). Пищеварительный тракт коалы устроен таким образом, что он не может переваривать другую пищу. Поэтому даже голодный коала не ищет замены эвкалиптовым листьям. "}
3;why;{"type":"why", "question":"Почему вода тушит огонь?", "answer":"Потому, что для горения свечи нужен воздух. Вода тушит огонь, потому что она не дает воздуху подойти к горящему предмету. Соприкасаясь с огнём, вода быстро нагревается и начинает испаряться - превращается в пар. При этом она поглощает много тепла у горящего предмета."}
4;why;{"type":"why", "question":"Почему вода не горит?", "answer":"Вода не горит потому же, почему не горит зола: вода сама получилась от горения! Что же надо сжечь, чтобы получилась вода? Газ водород, тот самый, которым раньше наполняли воздушные шары и дирижабли. Теперь стали наполнять дирижабли другим газом - гелием. Гелий не горит, поэтому и летать на таких дирижаблях безопаснее."}
5;why;{"type":"why", "question":"Почему вода в море солёная?", "answer":"Морская вода содержит в себе почти все элементы, существующие в природе. В ней есть магний, кальций, сера, бром, йод, фтор, в небольшом количестве содержатся медь, никель, олово, уран, кобальт, серебро и золото. Химики нашли в морской воде около 60 элементов. Но больше всего в морской воде содержится хлорида натрия, или поваренной соли, вот потому она и солёная."}
6;why;{"type":"why", "question":"Почему колет в боку при беге?", "answer":"Если мы начинаем быстро двигаться без предварительной разминки, в общий кровоток поступает кровь из резерва, но она не успевает быстро оттекать от органов брюшной полости. Печень и селезёнка переполняются кровью, увеличиваются в размерах и начинают давить на свои капсулы, в которых есть болевые рецепторы - они-то и дают сигнал в виде колющей боли."}
7;why;{"type":"why", "question":"Почему зевота заразительна?", "answer":"Согласно одной из теорий, заразность зевоты связана с тем, что люди некогда жили стаями, как шимпанзе, и для них было важно одновременно ложиться спать. Так что зевота служила и служит сигналом о том, что наступило время сна. Воспринимая зевок соседа как сигнал самому зевнуть, а затем и уснуть, стадные животные привыкли спать вместе, согревая и оберегая друг друга во время сна."}
8;why;{"type":"why", "question":"Почему выпадают молочные зубы?", "answer":"Постоянные зубы начинают формироваться под молочными зубами (которые еще не прорезались!) уже вскоре после рождения. К 6-7 годам эти зубы начинают прорезываться. Этот процесс сопровождается рассасыванием корней молочных зубов. От этого молочные зубы расшатываются. Когда укороченный корень больше не может удерживать молочный зуб в лунке, он выпадает. Так постепенно, один за другим, молочные зубы выпадают, освобождая место постоянным. Смена молочных зубов постоянными обычно заканчивается к 12-13 годам."}
9;why;{"type":"why", "question":"Почему коалу не содержат в качестве домашнего животного?", "answer":"Дело в том, что коалы чрезвычайно привередливы в еде: они питаются исключительно листьями эвкалиптов, причем строго определенного вида. Мало кто способен обеспечивать питомцу килограмм такого корма ежедневно."}
10;why;{"type":"why", "question":"Откуда взялось поверье, что нужно загадывать желание, когда падает звезда?", "answer":"Во-первых, настоящие звёзды с неба не падают. А то, что мы видим, это метеоры, то есть небольшие космические тела, которые сгорают, пока падают на землю. Во-вторых, успеть загадать желание, пока падает звезда - задача почти невыполнимая! Видимое глазу падение метеора длится около секунды. За это время можно вспомнить разве что об очень сильном желании!"}
11;why;{"type":"why", "question":"Почему муха сидит на стене или на потолке и не падает?", "answer":"Лапки насекомых заканчиваются коготками, которые помогают им удерживаться на различных поверхностях. Эти коготки обычно захватывают неровности на шероховатых поверхностях. Ведь поверхности, кажущиеся нам абсолютно гладкими, имеют на самом деле массу микроскопических выпуклостей и бороздок. Они и служат точками опоры для крошечных коготков."}
12;why;{"type":"why", "question":"Почему во время болезни повышается температура? ", "answer":"Считается, что повышение температуры тела - эта часть мер, которые предпринимает организм для уничтожения источника инфекции, проникшей в него."}
13;why;{"type":"why", "question":"Почему море синее?", "answer":"Цвет моря, который мы видим, - это результат рассеивания солнечного света толщей морской воды. Вода пропускает свет неравномерно - короткие волны она рассеивает лучше, а длинные - хуже. Короткие волны соответствуют синей части спектра, а длинные - красной. В графине вы смотрите на просвет на тонкий слой воды, поэтому разница в пропускании лучей незаметна."}
14;why;{"type":"why", "question":"Почему мы говорим чихнувшему 'Будь здоров'?", "answer":"Эти слова к нам и ко многим другим народам пришли из Древнего Рима. По поверьям римлян, душа человека обитала в его дыхании, и считалось, когда он чихал, душа могла вылететь прочь. Поэтому следовало тут же сказать магическое заклинание: 'Пусть боги спрячут душу обратно и дадут здоровье'. Постепенно эта формула сократилась до слов 'Будь здоров!'."}
15;why;{"type":"why", "question":"Отчего молоко скисает?", "answer":"Виноваты в этом крошечные микроорганизмы, которые всегда носятся в воздухе, - молочнокислые бактерии. Попав в молоко, они принимаются за работу - превращают молочный сахар в молочную кислоту. А от кислоты молоко и створаживается. Чтобы молоко не скисало, надо его кипятить. От кипячения бактерии погибают."}
